Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,SMA_7,SMA_14,SMA_30,EMA_9,EMA_21,RSI,MACD,MACD_Signal,Volatility,Volume_Change,Price_Range,SMA_Difference,EMA_Difference,Target
2014-10-16,394.518005,398.807007,373.070007,382.556,382.556,26990000,-3.094692314451797,381.57472,361.72450464285714,384.1128010333333,379.1204710866101,380.3640266001699,52.33635893532812,-7.08620471790266,-14.59059221691648,3.868463253616704,6.818748491120874,6.727642488942802,-0.6607645010802554,-0.32693825561663364,1
2014-10-17,382.756012,385.477997,375.389008,383.757996,383.757996,13600700,0.3142013195453819,384.74557485714286,363.45636199999996,381.6602670666667,380.0479760692881,380.67256927288173,58.31447727673804,-6.039892089568184,-12.880452191446821,3.659753983520257,-49.608373471656165,2.628997729079247,0.8083911417316205,-0.16407623086335368,1
2014-10-18,383.976013,395.15799,378.971008,391.441986,391.441986,11416800,2.0023009501018985,388.90885699999995,367.92607549999997,380.5603332,382.3267780554305,381.6516071571652,75.46971123872613,-4.538332940992007,-11.21202834135586,2.577664670273599,-16.057261758585952,4.135218647700198,2.193745136231122,0.1769076523205322,0
2014-10-19,391.253998,393.938995,386.457001,389.54599,389.54599,5914570,-0.48436194067336125,390.479854,372.8572169285714,380.3853332,383.77062044434444,382.36927832469564,79.65872267256117,-3.461426360871087,-9.661907945258905,2.395154806870331,-48.19415247705137,1.9206959363129334,2.6537618354208403,0.3664892027384135,0
2014-10-20,389.230988,390.084015,378.252014,382.845001,382.845001,16419000,-1.7202048466729125,389.3985682857143,376.6262162857143,379.5167001666667,383.5854965554756,382.4125258406324,73.2416681362842,-3.112801509085557,-8.352086658024236,2.4883640143364136,177.60259832921074,3.0905460353653793,2.603803235722684,0.3067291564952596,1
2014-10-21,382.42099,392.645996,380.834015,386.475006,386.475006,14188900,0.9481657042715197,387.3421412857143,380.21821585714287,379.10516656666664,384.16339844438045,382.7818422187567,72.6445112468413,-2.5146158102896834,-7.184592488477326,2.478913146585249,-13.582434983860159,3.056337619928778,2.172741351336658,0.36092522508792146,0
2014-10-22,386.118011,388.575989,382.248993,383.15799,383.15799,11641300,-0.8582743899355871,385.6828527142857,382.3766435714286,378.47203263333336,383.9623167555044,382.816037471597,65.48021608336995,-2.281900475788177,-6.204054085939497,2.242466243406925,-17.95488022327312,1.6512760180206625,1.905245159273952,0.29943345411500744,0
2014-10-23,382.962006,385.048004,356.446991,358.416992,358.416992,26456900,-6.457126993489027,382.23442299999994,381.9045714999999,375.8928995333334,378.8532518044035,380.59794242872454,47.00290612954246,-4.047209949032947,-5.7726852585581865,2.7797931007164207,127.26757320917766,7.97981503064452,1.6870559338948634,-0.45840779200948256,0
2014-10-24,358.591003,364.345001,353.304993,358.345001,358.345001,15585700,-0.02008582227037703,378.6039951428571,381.67478500000004,373.73089999999996,374.75160164352286,378.5749477533859,48.49482420144851,-5.389907992754274,-5.696129805397405,2.7688849437340517,-41.09022599019537,3.0808321503555733,1.303904799645187,-1.0099310935793049,0
2014-10-25,358.610992,359.860992,342.877014,347.270996,347.270996,18127500,-3.090319376326389,372.2938537142858,380.6013553571429,371.58746636666666,369.2554805148183,375.72913395762356,43.5888382929416,-7.2638523518778015,-6.009674314693484,2.885208577697564,16.30853923789115,4.890698674990996,0.19009988537182804,-1.7229575398152044,1
2014-10-26,347.487,359.221008,343.931,354.70401,354.70401,11272500,2.1404073722298245,367.31642800000003,378.898141,369.9301004333334,366.3451864118547,373.81775905238504,38.99985901182855,-8.056316446896176,-6.419002741134023,2.646548432455137,-37.815473727761685,4.310638608230001,-0.7065314312816736,-1.9989881324721088,0
2014-10-27,354.777008,358.631989,349.80899,352.989014,352.989014,13033000,-0.48350059532734635,363.05128699999995,376.2249276428571,368.3790679333333,363.6739519294838,371.92423677489546,30.95129398146699,-8.72219179829915,-6.879640552567048,2.440270643128989,15.617653581725444,2.499510933787866,-1.4462767831036363,-2.218270289926036,1
2014-10-28,353.214996,359.984009,352.678986,357.618011,357.618011,7845880,1.311371407156603,358.9288591428571,373.13550021428574,367.7269683,362.46276374358706,370.62367079535954,26.59726992432732,-8.775226095856567,-7.258757661224953,2.3195500007103833,-39.7998925803729,2.0426887839270504,-2.3925656575628707,-2.2019389733686334,0
2014-10-29,357.088989,357.833008,335.342987,335.591003,335.591003,18192700,-6.159367627599721,352.1335752857143,368.908214,366.39776806666663,357.0884115948697,367.43888281396323,22.686406897390782,-10.473914846411674,-7.901789098262298,2.7278367663308525,131.87583801944461,6.701616193208855,-3.89308943016185,-2.8169232226666825,1
2014-10-30,335.709015,350.912994,335.071991,345.304993,345.304993,30177900,2.8945919029897293,350.2604325714286,366.24742778571436,365.00980116666665,354.7317278758958,365.42671101269383,32.40137470224758,-10.91053030799867,-8.503537340209572,2.8604075176045667,65.87917131596738,4.587539514668993,-4.04081439679022,-2.9267108327027938,0
2014-10-31,345.009003,348.045013,337.141998,338.321014,338.321014,12545400,-2.0225537254250026,347.39986300000004,363.0019290714286,363.5000019666667,351.44958510071666,362.9625567388125,29.64602498541126,-11.685397951031234,-9.139909462373906,2.865465710899128,-58.42851888302367,3.2226833536269734,-4.429199141556823,-3.1719447156034253,0
2014-11-01,338.649994,340.528992,321.054993,325.748993,325.748993,16677200,-3.716003582325511,344.3252911428571,358.3095724285714,361.85590203333334,346.30946668057334,359.57950548982956,21.80679362229975,-13.162217318637545,-9.944371033626634,2.83390858481414,32.934780875858884,5.978222317942819,-4.844638650901802,-3.6904324653262406,1
2014-11-02,326.075012,329.049988,320.626007,325.891998,325.891998,8603620,0.04390036594834612,340.2092894285714,353.7628587142857,360.73523553333337,342.2259729444587,356.51700480893595,22.264542563932693,-14.157864944897312,-10.78706981588077,2.848588473671745,-48.41088432110906,2.584899614503566,-5.69003082674059,-4.0085133869381835,1
2014-11-03,325.569,334.002014,325.480988,327.553986,327.553986,12948500,0.5099812239022894,336.575714,349.8135005,360.6915018333333,339.29157555556696,353.88400309903267,24.801979506296135,-14.644007319375532,-11.558457316579723,2.881105861052173,50.50060323445247,2.601411176232778,-6.685987252473889,-4.1235058425011895,1
2014-11-04,327.161011,331.766998,325.076996,330.492004,330.492004,15655500,0.8969568759880753,332.70057014285715,345.81471464285715,361.02423496666665,337.53166124445363,351.75745772639334,24.32467659953963,-14.623633016537951,-12.17149245657137,2.8783798459930425,20.90589643588061,2.0242553281258786,-7.845363851106736,-4.044206077076247,1
2014-11-05,330.683014,343.368988,330.683014,339.485992,339.485992,19817200,2.721393525756821,333.25699714285713,342.6952862142857,361.33780103333333,337.92252739556295,350.6418699330848,30.962179479366355,-13.723550026946839,-12.481903970646465,3.0525628575275348,26.58299000351314,3.736818101172194,-7.77134410243609,-3.6274454445355255,1
2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,18797000,2.887900305471214,333.82628514285716,342.0433588571429,361.7745676,340.1960237164504,350.51897348462256,45.425576405260585,-12.079876242772059,-12.401498425071585,2.7288070622102563,-5.148053206305637,4.163300302128022,-7.7253308994468,-2.945047358078336,0
2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,16834200,-1.968278457114414,334.4111415714286,340.90550228571425,361.4237345,340.63982077316035,349.782249440566,42.52562398496468,-11.202868278045173,-12.161772395666304,2.7710770221580523,-10.442091823163269,3.199624348242275,-7.473939963002471,-2.6137486056047226,1
2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,0.8974483942670863,337.2310007142857,340.7781459285714,360.7724680333333,341.60945801852824,349.39186376415086,49.09550812358941,-10.14294631960621,-11.758007180454287,2.663753343474495,-49.29684808306899,1.411921948422363,-6.525294861711157,-2.22741470330172,1
2014-11-09,345.376007,363.626007,344.255005,363.264008,363.264008,24205600,5.145186125085965,342.5698592857143,341.38957435714286,360.8292012333333,345.94036801482264,350.65296778559167,53.92999353956659,-7.778905431147109,-10.962186830592852,2.9549032732127545,183.58836713151123,5.332485898245123,-5.060383662189097,-1.34394977476722,1
2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,30450100,1.0075325161308157,348.19414857142857,342.3849312857143,360.9833679,350.13709661185817,352.132153532356,56.28546218156797,-5.546122097668956,-9.878973884008074,2.9548025761299708,25.797749281158076,4.702609936311849,-3.5428832643930375,-0.5665648253034472,1
2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,15838900,0.21012416110319787,353.50886328571426,343.1047167142857,360.62156776666666,353.6486786894866,353.5469583930509,54.70918418485122,-3.6720828010958257,-8.637595667425625,2.9409453984378002,-47.98407887002013,2.060134855189919,-1.9723458374942628,0.028771367995369657,1
2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,45783200,15.193569925196204,365.51957942857143,349.3882882857143,361.72646790000005,367.63114395158925,359.91187172095533,81.23224861917392,2.2945755515025326,-6.451161423639994,4.494123027997996,189.05542682888333,14.574760488161557,1.048613210582091,2.144767326991308,0
2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,58945000,-0.6672049519761636,375.72600457142863,354.7761448571428,362.38863423333333,378.25191216127143,365.4412456554139,78.15727990030938,6.717721377025384,-3.817384863506919,4.525926314717463,28.748099739642498,13.30291109497347,3.680405255068702,3.5055338329097894,0
2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,29589200,-5.446894795306834,383.6407165714285,359.02592907142855,362.4901336666666,382.1651283290172,368.3845863231035,69.84859622766115,8.278457674776575,-1.39821635585022,4.814832562803403,-49.80201883111375,8.663010121817187,5.834802368500117,3.7408030947926276,0
2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,15727500,-5.450984465652365,388.0185721428571,362.62478642857144,362.27603353333336,380.9587018632138,369.0889872028214,65.84502055006331,7.677058059911872,0.4168385273021984,4.9726513133344605,-46.84716045043462,9.177609879246008,7.105780186023586,3.215949289180432,1
